state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Garlic,Garlic,Local,01/03/2026,14000.0,14000.0,14000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),Mousambi,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,01/03/2026,4500.0,4500.0,4500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,01/03/2026,3500.0,3500.0,3500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,01/03/2026,1500.0,1500.0,1500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,4500.0,4500.0,4500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,4200.0,4800.0,4500.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Tapioca,Tapioca,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Onion,Bellary,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Villupuram,Tindivanam APMC,Potato,Red Nanital,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Amaranthus,Amaranthus,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Cowpea(Veg),Cowpea (Veg),Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Tapioca,Tapioca,Local,01/03/2026,4500.0,4500.0,4500.0
Tamil Nadu,Villupuram,Tindivanam APMC,Cabbage,Cabbage,Local,01/03/2026,2800.0,2800.0,2800.0
Tamil Nadu,Villupuram,Tindivanam APMC,Snakeguard,Snakeguard,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Chow Chow,Chow Chow,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Villupuram,Tindivanam APMC,Karbuja(Musk Melon),Karbhuja,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Villupuram,Tindivanam APMC,Tender Coconut,Tender Coconut,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Villupuram,Tindivanam APMC,Marigold(Calcutta),Marigold(Calcutta),Local,01/03/2026,22000.0,22000.0,22000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Mint(Pudina),Mint(Pudina),Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Potato,Red Nanital,Local,01/03/2026,3500.0,3500.0,3500.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Coriander(Leaves),I Sort,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Amaranthus,Amaranthus,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Yam(Ratalu),Yam (Ratalu),Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Lemon,Lemon,Local,01/03/2026,3000.0,3000.0,3000.0
Madhya Pradesh,Rajgarh,Khilchipur APMC,Lentil(Masur)(Whole),Masur Dal,FAQ,01/03/2026,6210.0,6350.0,6220.0
Madhya Pradesh,Rajgarh,Chhapiheda APMC,Wheat,Wheat,FAQ,01/03/2026,2350.0,2390.0,2390.0
Madhya Pradesh,Dhar,Badnawar APMC,Wheat,Lokwan,FAQ,01/03/2026,2050.0,2100.0,2100.0
Madhya Pradesh,Dhar,Badnawar APMC,Wheat,Wheat,FAQ,01/03/2026,2310.0,2550.0,2550.0
Madhya Pradesh,Dhar,Manawar APMC,Kabuli Chana(Chickpeas-White),Dollar Gram,FAQ,01/03/2026,7000.0,8000.0,7000.0
Madhya Pradesh,Dhar,Rajgarh APMC,Wheat,Lokwan,FAQ,01/03/2026,2150.0,2150.0,2150.0
Madhya Pradesh,Khargone,Sanawad APMC,Cotton,Without Ginned Cotton,Non-FAQ,01/03/2026,4780.0,5230.0,5230.0
Madhya Pradesh,Khargone,Bhikangaon APMC,Bengal Gram(Gram)(Whole),Gram,FAQ,01/03/2026,4900.0,7070.0,5070.0
Madhya Pradesh,Khargone,Karhi APMC,Wheat,Wheat,FAQ,01/03/2026,2275.0,2500.0,2500.0
Madhya Pradesh,Khandwa,Pandhana APMC,Wheat,Wheat,FAQ,01/03/2026,2105.0,2210.0,2210.0
Madhya Pradesh,Dewas,Haatpipliya APMC,Wheat,Wheat,Non-FAQ,01/03/2026,2100.0,2200.0,2200.0
Madhya Pradesh,Dewas,Bagli APMC,Maize,Yellow,Non-FAQ,01/03/2026,1475.0,1475.0,1475.0
Madhya Pradesh,Ratlam,Sailana APMC,Cotton,Without Ginned Cotton,FAQ,01/03/2026,7500.0,7610.0,7550.0
Madhya Pradesh,Gwalior,Lashkar APMC,Wheat,Wheat,FAQ,01/03/2026,2235.0,2325.0,2325.0
Madhya Pradesh,Bhind,Alampur APMC,Wheat,Wheat,Non-FAQ,01/03/2026,2200.0,2201.0,2201.0
Madhya Pradesh,Sheopur,Sheopurkalan APMC,Mustard,Sarson(Black),FAQ,01/03/2026,6075.0,6075.0,6075.0
Madhya Pradesh,Sagar,Sagar APMC,Wheat,Wheat,FAQ,01/03/2026,2200.0,2250.0,2250.0
Madhya Pradesh,Chhatarpur,Bijawar APMC,Wheat,Mill Quality,FAQ,01/03/2026,2280.0,2300.0,2300.0
Madhya Pradesh,Tikamgarh,Niwadi APMC,Wheat,Mill Quality,Non-FAQ,01/03/2026,2100.0,2310.0,2290.0
Madhya Pradesh,Chhindwara,Pandhurna APMC,Maize,Local,Non-FAQ,01/03/2026,1575.0,1575.0,1575.0
Madhya Pradesh,Mandla,Bichhiya APMC,Paddy(Common),Dhan,Non-FAQ,01/03/2026,2000.0,2060.0,2000.0
Madhya Pradesh,Mandla,Bichhiya APMC,Paddy(Common),Common,Non-FAQ,01/03/2026,2051.0,2051.0,2051.0
Madhya Pradesh,Mandla,Bichhiya APMC,Niger Seed(Ramtil),Ramatilli,Non-FAQ,01/03/2026,9500.0,9500.0,9500.0
Madhya Pradesh,Narsinghpur,Gadarwada APMC,Gur(Jaggery),Jaggery,FAQ,01/03/2026,3000.0,3901.0,3000.0
Madhya Pradesh,Seoni,Lakhnadon APMC,Maize,Local,Non-FAQ,01/03/2026,1450.0,1480.0,1480.0
Kerala,Kannur,Kannur APMC,Bitter gourd,Bitter Gourd,Grade A,01/03/2026,3700.0,4300.0,4000.0
Kerala,Kannur,Kannur APMC,Coconut Oil,Other,Grade Range-1,01/03/2026,31000.0,32000.0,31500.0
Kerala,Palakad,Koduvayoor APMC,Raddish,Other,Medium,01/03/2026,2800.0,3200.0,3000.0
Kerala,Palakad,Koduvayoor APMC,Banana,Poovan,Medium,01/03/2026,4000.0,4400.0,4200.0
Kerala,Palakad,Koduvayoor APMC,Tomato,Tomato,Medium,01/03/2026,2000.0,2400.0,2200.0
Kerala,Palakad,Koduvayoor APMC,Potato,Potato,Medium,01/03/2026,3400.0,3800.0,3600.0
Kerala,Palakad,Koduvayoor APMC,Brinjal,Brinjal,Medium,01/03/2026,2500.0,2900.0,2700.0
Kerala,Palakad,Koduvayoor APMC,Lime,Other,Medium,01/03/2026,5400.0,5800.0,5600.0
Kerala,Palakad,Koduvayoor APMC,Ashgourd,Ashgourd,Medium,01/03/2026,1800.0,2200.0,2000.0
Kerala,Palakad,Koduvayoor APMC,Banana,Palayamthodan,Medium,01/03/2026,3000.0,3400.0,3200.0
West Bengal,Purba Bardhaman,Kalna APMC,Rice,Other,FAQ,01/03/2026,3050.0,3080.0,3050.0
West Bengal,Purba Bardhaman,Katwa APMC,Potato,Jyoti,FAQ,01/03/2026,800.0,815.0,800.0
West Bengal,Purba Bardhaman,Katwa APMC,Mustard Oil,Other,FAQ,01/03/2026,15000.0,15100.0,15100.0
West Bengal,Hooghly,Pandua APMC,Brinjal,Round/Long,FAQ,01/03/2026,3600.0,3850.0,3600.0
West Bengal,Birbhum,Birbhum APMC,Onion,Other,FAQ,01/03/2026,2300.0,2500.0,2400.0
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Brinjal,Other,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,3200.0,4000.0,3600.0
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,01/03/2026,3200.0,4000.0,3600.0
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Banana,Poovan,Local,01/03/2026,4000.0,5000.0,4500.0
Andhra Pradesh,Chittor,Madanapalli APMC,Tomato,Local,FAQ,01/03/2026,1100.0,1250.0,1200.0
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2400.0,3000.0,2700.0
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,01/03/2026,3000.0,3600.0,3300.0
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,2000.0,2000.0,2000.0
Andhra Pradesh,Kurnool,Yemmiganur APMC,Arhar(Tur/Red Gram)(Whole),Local,Local,01/03/2026,5730.0,7209.0,6469.0
Andhra Pradesh,Kurnool,Yemmiganur APMC,Bengal Gram Dal(Chana Dal),Bengal Gram Dal,Local,01/03/2026,4644.0,5058.0,4851.0
Uttarakhand,Nanital,Haldwani APMC,Apple,Other,Grade A,01/03/2026,6000.0,7000.0,6500.0
Uttarakhand,Nanital,Haldwani APMC,Potato,Other,FAQ,01/03/2026,700.0,900.0,800.0
Uttarakhand,Nanital,Haldwani APMC,Carrot,Other,FAQ,01/03/2026,1500.0,2000.0,1700.0
Uttarakhand,Udhamsinghnagar,Gadarpur APMC,Rice,Other,Local,01/03/2026,3300.0,3300.0,3300.0
Telangana,Karimnagar,V.Saidapur APMC,Paddy(Common),1001,Non-FAQ,01/03/2026,2369.0,2369.0,2369.0
Rajasthan,Tonk,Malpura APMC,Bengal Gram(Gram)(Whole),Other,FAQ,01/03/2026,5000.0,5040.0,5025.0
Rajasthan,Tonk,Malpura APMC,Taramira,Other,FAQ,01/03/2026,5100.0,5300.0,5175.0
Rajasthan,Hanumangarh,Bhadara APMC,Onion,1st Sort,FAQ,01/03/2026,1000.0,1400.0,1125.0
Rajasthan,Hanumangarh,Bhadara APMC,Garlic,Average,FAQ,01/03/2026,8000.0,8000.0,8000.0
Punjab,Gurdaspur,Dinanagar APMC,Kinnow,Other,Medium,01/03/2026,3500.0,4000.0,3800.0
Punjab,Gurdaspur,Dinanagar APMC,Potato,Potato,Medium,01/03/2026,500.0,600.0,550.0
Punjab,Gurdaspur,Dinanagar APMC,Papaya,Papaya,Medium,01/03/2026,3000.0,3500.0,3300.0
Uttar Pradesh,Badaun,Bisoli APMC,Green Chilli,Green Chilly,Medium,01/03/2026,1800.0,1800.0,1800.0
Madhya Pradesh,Jabalpur,Shahpura(Jabalpur) APMC,Lentil(Masur)(Whole),Masur Dal,Non-FAQ,01/03/2026,4700.0,4700.0,4700.0
Punjab,Sangrur,Ahmedgarh APMC,Carrot,Other,Local,01/03/2026,1400.0,1500.0,1500.0
Punjab,Sangrur,Ahmedgarh APMC,Peas Wet,Other,Local,01/03/2026,2500.0,2800.0,2800.0
Punjab,Sangrur,Ahmedgarh APMC,Grapes,Other,Local,01/03/2026,8000.0,8300.0,8000.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Water Melon,Water Melon,Local,01/03/2026,2000.0,2400.0,2200.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,2500.0,4000.0,3250.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,4000.0,4400.0,4200.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,3500.0,3800.0,3650.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,3000.0,3600.0,3300.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Capsicum,Capsicum,Local,01/03/2026,5000.0,5500.0,5250.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Lime,Lime,Local,01/03/2026,11000.0,12000.0,11500.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),Karbhuja,Local,01/03/2026,3000.0,3600.0,3300.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,01/03/2026,10000.0,10800.0,10400.0
Tripura,Gomati,Nutanbazar APMC,Cabbage,Cabbage,FAQ,01/03/2026,850.0,1000.0,950.0
Tripura,Gomati,Nutanbazar APMC,Green Chilli,Green Chilly,FAQ,01/03/2026,9850.0,10000.0,9950.0
Tripura,North Tripura,Dasda APMC,Cauliflower,Cauliflower,FAQ,01/03/2026,2500.0,2700.0,2600.0
Kerala,Thiruvananthapuram,Pappanchani VFPCK APMC,Snakeguard,Other,Grade A,01/03/2026,3000.0,3000.0,3000.0
Haryana,Hissar,Barwala(Hisar) APMC,Potato,Potato,Local,01/03/2026,600.0,700.0,650.0
Haryana,Hissar,Barwala(Hisar) APMC,Peas Wet,Peas Wet,Local,01/03/2026,1700.0,2100.0,1900.0
Haryana,Hissar,Barwala(Hisar) APMC,Banana,Other,Local,01/03/2026,2000.0,4000.0,3000.0
Haryana,Hissar,Barwala(Hisar) APMC,Apple,Apple,Local,01/03/2026,8500.0,10000.0,9000.0
Haryana,Hissar,Barwala(Hisar) APMC,Ginger(Green),Other,Local,01/03/2026,5000.0,7000.0,6000.0
Haryana,Hissar,Barwala(Hisar) APMC,Kinnow,Kinnow,Local,01/03/2026,3500.0,4000.0,3800.0
Haryana,Hissar,Barwala(Hisar) APMC,Ber(Zizyphus/Borehannu),Ber(Zizyphus),Local,01/03/2026,2800.0,3000.0,2900.0
Haryana,Ambala,Ambala Cantt. APMC,Potato,Local,Grade B,01/03/2026,240.0,450.0,400.0
Haryana,Panipat,Madlauda APMC,Potato,Potato,FAQ,01/03/2026,500.0,500.0,500.0
Haryana,Panipat,Madlauda APMC,Onion,Onion,FAQ,01/03/2026,1500.0,1800.0,1650.0
Haryana,Sonipat,Ganaur APMC,Apple,Apple,Medium,01/03/2026,5500.0,6000.0,5800.0
Kerala,Thiruvananthapuram,Kattakada APMC,Bhindi(Ladies Finger),Other,Grade B,01/03/2026,3500.0,3500.0,3500.0
Haryana,Gurgaon,Gurgaon APMC,Onion,Other,Grade B,01/03/2026,1000.0,2000.0,1500.0
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2000.0,2400.0,2200.0
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Cowpea(Veg),Cowpea (Veg),Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,2200.0,2600.0,2400.0
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,5500.0,6000.0,5750.0
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,01/03/2026,3500.0,4000.0,3750.0
Kerala,Kollam,Anchal APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,5200.0,5200.0,5200.0
Kerala,Kollam,Anchal APMC,Brinjal,Brinjal,Local,01/03/2026,4700.0,4700.0,4700.0
Kerala,Kollam,Anchal APMC,Cabbage,Cabbage,Medium,01/03/2026,5500.0,5500.0,5500.0
Kerala,Kollam,Anchal APMC,Capsicum,Capsicum,Local,01/03/2026,6200.0,6200.0,6200.0
Kerala,Kollam,Anchal APMC,Colacasia,Colacasia,Medium,01/03/2026,6300.0,6300.0,6300.0
Kerala,Kollam,Anchal APMC,Cucumbar(Kheera),Cucumbar,Local,01/03/2026,2200.0,2200.0,2200.0
Kerala,Kollam,Anchal APMC,Tomato,Tomato,Local,01/03/2026,3800.0,3800.0,3800.0
Kerala,Alappuzha,Kayamkulam APMC,Cowpea(Veg),Other,FAQ,01/03/2026,2500.0,2700.0,2600.0
Kerala,Alappuzha,Kayamkulam APMC,Carrot,Other,FAQ,01/03/2026,3800.0,4000.0,3900.0
West Bengal,Hooghly,Sheoraphuly APMC,Potato,Other,FAQ,01/03/2026,640.0,680.0,660.0
Gujarat,Kheda,Nadiyad(Piplag) APMC,Lemon,Lemon,FAQ,01/03/2026,4600.0,5000.0,4800.0
West Bengal,Murshidabad,Kandi APMC,Paddy(Common),I.R. 36,FAQ,01/03/2026,2150.0,2370.0,2250.0
Himachal Pradesh,Mandi,SMY Takoli,Potato,Other,Medium,01/03/2026,1000.0,1500.0,1300.0
Himachal Pradesh,Mandi,SMY Takoli,Carrot,Other,Medium,01/03/2026,1000.0,1600.0,1300.0
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Brinjal,Brinjal,Local,01/03/2026,250.0,2500.0,1375.0
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Guava,Guava,Local,01/03/2026,2500.0,7000.0,4750.0
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Water Melon,Water Melon,Local,01/03/2026,750.0,2500.0,1625.0
West Bengal,Darjeeling,Siliguri APMC,Green Chilli,Green Chilly,FAQ,01/03/2026,8000.0,9000.0,8500.0
West Bengal,Darjeeling,Siliguri APMC,Tomato,Tomato,FAQ,01/03/2026,1600.0,1800.0,1700.0
Gujarat,Kheda,Nadiyad(Chaklasi) APMC,Bottle gourd,Bottle Gourd,FAQ,01/03/2026,1100.0,1200.0,1150.0
Gujarat,Kheda,Nadiyad(Chaklasi) APMC,Potato,Potato,FAQ,01/03/2026,1100.0,1300.0,1200.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Grapes,Annabesahai,Local,01/03/2026,12000.0,13000.0,12500.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2500.0,2800.0,2650.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Potato,Other,Local,01/03/2026,2500.0,2800.0,2650.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Brinjal,Other,Local,01/03/2026,1500.0,2200.0,1850.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,4500.0,4800.0,4650.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,2000.0,2400.0,2200.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,5000.0,5500.0,5250.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Pomegranate,Pomogranate,Local,01/03/2026,22000.0,23000.0,22500.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,01/03/2026,2000.0,2400.0,2200.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,01/03/2026,1500.0,2400.0,1950.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Banana,Besrai,Local,01/03/2026,2000.0,2400.0,2200.0
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Rose(Local),Rose (Local),Local,01/03/2026,19000.0,20000.0,19500.0
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,01/03/2026,5000.0,5400.0,5200.0
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,01/03/2026,4500.0,4800.0,4650.0
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,5000.0,5500.0,5250.0
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,2000.0,2200.0,2100.0
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Guava,Guava Allahabad,Local,01/03/2026,5500.0,6000.0,5750.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Potato,Other,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Water Melon,Water Melon,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Tomato,Local,Local,01/03/2026,800.0,1200.0,1000.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Cowpea(Veg),Cowpea (Veg),Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3600.0,4200.0,3900.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,01/03/2026,2400.0,2800.0,2600.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,01/03/2026,6000.0,6500.0,6250.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Thiruvarur,Valangaiman APMC,Pumpkin,Pumpkin,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Thiruvarur,Valangaiman APMC,Amaranthus,Amaranthus,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Thiruvarur,Valangaiman APMC,Onion Green,Onion Green,Local,01/03/2026,4000.0,4000.0,4000.0
Telangana,Ranga Reddy,Chevella APMC,Brinjal,Brinjal,Local,01/03/2026,3000.0,3000.0,3000.0
West Bengal,Jhargram,Jhargram APMC,Cabbage,Other,FAQ,01/03/2026,800.0,1100.0,1000.0
Uttar Pradesh,Etawah,Jasvantnagar APMC,Tomato,Hybrid,Medium,01/03/2026,1115.0,1215.0,1165.0
Odisha,Dhenkanal,Hindol APMC,Banana - Green,Other,Grade B,01/03/2026,2700.0,3000.0,2800.0
Odisha,Dhenkanal,Hindol APMC,Tomato,Tomato,Grade B,01/03/2026,1000.0,1400.0,1200.0
